ad_id,page_id,comentarios,nombre_del_anuncio,motivo,primeras_palabras_del_cuerpo
"120242755941320756","357436254130755","2","ADCREATIVE_01","⚠ ninguna palabra clave en el cuerpo — 2 comentarios · ADCREATIVE_01","¿Otra vez amaneciste con la mano dormida, los dedos entumidos y esa molestia que aparece apenas agarras el celular o mue"
"120250903455990189","604752319885731","1","ADVIDEO1","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · ADVIDEO1","✨ ¿Una rutina facial completa sin pasar horas frente al espejo? Sí, se puede. Entre el trabajo, los tranques y todo lo q"
"120246002067200189","604752319885731","1","Ad_04 - Copia","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · Ad_04 - Copia","❌ ¿Harta de que el pegamento para pestañas te irrite los ojos o te arruine la piel? Lo irritante, lo incómodo, lo que te"
"120237536912390189","357436254130755","1","Ad_02","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · Ad_02","💡 ¿Cuántas veces has gastado en pestañas postizas que usas una sola vez y terminan en la basura? Es frustrante, caro y "
"120250387419710756","1647776555488995","1","STATIC-AD2","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · STATIC-AD2","Ya te han hecho la electromiografía. Ya te han dicho lo que hay. Y ahora, a esperar. Meses en una lista que no controlas"
"120249943971480756","417710594765856","1","AD-POCAS-UNIDADES","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-POCAS-UNIDADES","🔥 QUEDAN POCAS UNIDADES: hasta 70% de descuento por tiempo limitado. Después de horas trabajando con el ordenador, cond"
"120249943971520756","417710594765856","1","AD-POCAS-UNIDADES","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-POCAS-UNIDADES","🔥 QUEDAN POCAS UNIDADES: hasta 70% de descuento por tiempo limitado. Después de horas trabajando con el ordenador, cond"
"120249910722030756","1647776555488995","1","AD-VIDEO-3","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-VIDEO-3","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120249910676390756","1647776555488995","1","AD-VIDEO-2","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-VIDEO-2","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120249910722040756","1647776555488995","1","AD-VIDEO-4","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-VIDEO-4","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120249910722020756","1647776555488995","1","AD-VIDEO-5","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-VIDEO-5","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120249910618330756","1647776555488995","1","AD-POCAS-UNIDADES 2","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-POCAS-UNIDADES 2","🔥 QUEDAN POCAS UNIDADES: hasta 70% de descuento por tiempo limitado. Después de horas trabajando con el ordenador, cond"
"120249810235210756","1647776555488995","1","AD-POCAS-UNIDADES","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-POCAS-UNIDADES","🔥 QUEDAN POCAS UNIDADES: hasta 70% de descuento por tiempo limitado. Después de horas trabajando con el ordenador, cond"
"120249810235220756","1647776555488995","1","AD-4-ERAN-ESTAFA","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-4-ERAN-ESTAFA","🧐 “Probé 5 masajeadores para el túnel carpiano… y cuatro acabaron guardados en un cajón.” Cuando buscas algo para cuida"
"120249593788490756","357436254130755","1","AD_VIDEO_12","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_VIDEO_12","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120249593788530756","357436254130755","1","AD_IMAGE2","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_IMAGE2","**Si se te duermen las manos mientras duermes, conduces o simplemente sujetas algo, puede ser una señal de que el nervio"
"120249593788510756","357436254130755","1","AD_IMAGE_1","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_IMAGE_1","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120249593788500756","357436254130755","1","AD_VIDEO_11","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_VIDEO_11","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120247988614730756","357436254130755","1","AD_8_TR","⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_8_TR","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120248105916380189","309766345564243","0","Ad_2_TR","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_2_TR","Pies hinchados y cansados al final del día… no tiene por qué ser lo normal. Movira es el masajeador 3 en 1 que combina c"
"120248106155330189","309766345564243","0","Ad_8_TR","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_8_TR","Pies hinchados y cansados al final del día… no tiene por qué ser lo normal. Movira es el masajeador 3 en 1 que combina c"
"120248106131390189","309766345564243","0","Ad_3_TR","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_3_TR","Pies hinchados y cansados al final del día… no tiene por qué ser lo normal. Movira es el masajeador 3 en 1 que combina c"
"120237536912380189","604752319885731","0","Ad_04","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_04","❌ ¿Harta de que el pegamento para pestañas te irrite los ojos o te arruine la piel? Lo irritante, lo incómodo, lo que te"
"120237632761680189","357436254130755","0","Ad_03-BF_03","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_03-BF_03","✨ ¿Se acerca tu evento y quieres lucir una mirada impactante sin gastar horas ni sufrir con pegamento? Estas pestañas ma"
"120237536912370189","357436254130755","0","Ad_05","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_05","💫 ¿Quieres una mirada de impacto en segundos sin complicarte ni con pegamento? Sabes lo que es: el pegamento se corre, "
"120237632761710189","357436254130755","0","Ad_03_ADCOPY_05","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_03_ADCOPY_05","✨ ¿Quieres una mirada que destaque sin importar la ocasión? Las pestañas con pegamento son complicadas, se despegan y ar"
"120237632761690189","357436254130755","0","Ad_03_ADCOPY_04","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_03_ADCOPY_04","✨ ¿Tienes planeada una fiesta, cita o salida especial? Lo último que quieres es pasar horas intentando pegar unas pestañ"
"120237648950080189","357436254130755","0","Ad_08","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_08","✨ ¿Tienes poco tiempo para prepararte pero quieres lucir increíble en tus salidas de diciembre? El pegamento es lento, t"
"120237648950060189","357436254130755","0","Ad_06","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_06","🔥 BLACK FRIDAY llegó… y tus pestañas nunca habían tenido una oferta así. Si tienes una cita, evento o sesión de fotos y"
"120242703122780189","357436254130755","0","Ad_01","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_01","👩‍🎓 ¿Crees que las pestañas magnéticas son complicadas para principiantes? Piénsalo de nuevo. Si el pegamento te intim"
"120250387419640756","1647776555488995","0","STATIC-AD3","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD3","Llevas meses durmiendo con la férula puesta. Y sigues despertándote a las tres de la mañana con la mano dormida. Te sien"
"120250387419650756","1647776555488995","0","STATIC-AD4","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD4","Haz la cuenta de lo que llevas gastado este año en la mano. El tubo de crema antiinflamatoria que se acaba cada tres sem"
"120250387416310756","1647776555488995","0","STATIC-AD2","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD2","Si trabajas con las manos, sabes lo que se te pasa por la cabeza a las siete de la tarde. No es «me duele». Es «¿y si es"
"120250387419750756","1647776555488995","0","STATIC-AD4","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD4","Si tienes una férula de la farmacia en el cajón de la mesita, esto te va a sonar. La compraste porque te lo recomendaron"
"120250387416290756","1647776555488995","0","STATIC-AD4","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD4","¿Cuántas muñequeras elásticas llevas compradas ya? Esas de tela beige que venden en cualquier farmacia. Te la pones para"
"120250387419620756","1647776555488995","0","STATIC-AD2","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD2","Esto lo escribió una clienta después de tres semanas usándola. Nos llegan muchos mensajes parecidos, y casi todos dicen "
"120250387416300756","1647776555488995","0","STATIC-AD1","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD1","Primero fue el bote que no podías abrir. Luego el vaso que se te resbaló en el fregadero. Ahora los botones de la camisa"
"120250387419720756","1647776555488995","0","STATIC-AD1","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD1","Son las 3 de la mañana y estás otra vez sentada en la cama sacudiendo la mano. Se te duerme, arde, y tardas cinco minuto"
"120250387308660756","1647776555488995","0","STATIC-AD3","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD3","Primero fue el bote de cristal que no podías abrir. Luego el vaso que se te resbaló en el fregadero. Después los botones"
"120250387419740756","1647776555488995","0","STATIC-AD3","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD3","Hay una parte de esto que nadie te avisa: lo difícil no es el diagnóstico. Es lo que viene después. Te hacen la prueba, "
"120250387419690756","1647776555488995","0","STATIC-AD1","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD1","Ya te han hecho la electromiografía. Ya te han dicho que hay que operar. Y ahora, a esperar. Meses en una lista, con la "
"120249943949970756","417710594765856","0","AD-Derek","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD-Derek","Vendí mi moto porque mis manos ya no podían sostener el acelerador… Me llamo Derek. Tengo 52 años. Y rodar en moto lo er"
"120249810235240756","1647776555488995","0","AD-ADIOS-DOLOR","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD-ADIOS-DOLOR","🔥 ¿La muñeca acaba cargada después de trabajar, usar el ordenador o repetir los mismos movimientos durante horas? Cuand"
"120249810159020756","1647776555488995","0","AD-VIDEO-Miedo","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD-VIDEO-Miedo","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120249287609030756","357436254130755","0","AD-2-Mano + post-it","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD-2-Mano + post-it","{{product.brand}}"
"120247274330240756","357436254130755","0","AD_4_TR","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_4_TR","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120247269807260756","357436254130755","0","Ad_Movira_8","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_Movira_8","Pies hinchados y cansados al final del día… no tiene por qué ser lo normal. Movira es el masajeador 3 en 1 que combina c"
"120247267801550756","357436254130755","0","Ad_Movira_3","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_Movira_3","Pies hinchados y cansados al final del día… no tiene por qué ser lo normal. Movira es el masajeador 3 en 1 que combina c"
"120247269837970756","357436254130755","0","Ad_Movira_2","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_Movira_2","Pies hinchados y cansados al final del día… no tiene por qué ser lo normal. Movira es el masajeador 3 en 1 que combina c"
"120247068575170756","357436254130755","0","AD_3_TR - Copia","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_3_TR - Copia","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120247068575160756","357436254130755","0","AD_12_TR","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_12_TR","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120246996243130756","357436254130755","0","AD_4_TR","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_4_TR","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120246996309740756","357436254130755","0","AD_3_TR - Copia","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_3_TR - Copia","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120246996178060756","357436254130755","0","AD_12_TR","⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_12_TR","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
"120246455969610756","357436254130755","0","AD_1_TR","","¿Te han hablado de operar el túnel carpiano, de vivir a base de pastillas o de “aguantar” el dolor de muñeca? Es normal "
