ad_id,producto_id,comment_id,creado_en,comentario,clase,idioma,campo,accion,motivo,respuesta_que_publicaria,texto_bloqueado
"120250783606920189","lucessolares","1699707728526399_1724996052114734","2026-09-06T06:54:19+0000","Q precio tiene y cuántas son?","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_956266133399230","2026-09-06T02:06:57+0000","Precio primero","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2248977242534921","2026-08-24T00:23:14+0000","Informes","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2303800917067046","2026-08-31T23:36:20+0000","Que costo tienen porfa","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_918593854168500","2026-08-30T06:32:27+0000","Donde se encuentran","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2023945408251611","2026-08-30T16:12:03+0000","XQ NO DAN EL. PRECIO","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1094544363257284","2026-08-23T02:09:09+0000","Me interesan  y el presio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1082668374719428","2026-08-22T16:55:54+0000","Información","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_27593439153669148","2026-09-02T12:22:27+0000","De casualidad a alguien ya le dieron precio???","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1581262096743763","2026-08-20T20:57:32+0000","PRECIO Y DONDE LOS PUEDO OBTENER DISCULPE","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1063650713262189","2026-09-03T12:57:20+0000","Presio y como se paga","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2111029322823084","2026-08-31T22:27:57+0000","$? Por favor","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1061645916456848","2026-08-22T23:24:48+0000","Ni duran nada","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1543341613650496","2026-08-29T23:53:18+0000","Y la lluvia no. Los daña?","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1620753203053502","2026-09-03T03:06:09+0000","Aguantan  la lluvia??¿","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1066302049117323","2026-08-23T21:04:20+0000","Precio por favor gracias","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2745870302474632","2026-08-23T00:13:17+0000","Y cuando está nublado no alumbran y otra pregunta son a prueba de agua.digo por la lluvia...??","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1460975609422822","2026-09-03T02:07:22+0000","Horribles!!","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_902828339176105","2026-08-24T16:58:05+0000","QUÉ BONITAS Y PRÁCTICAS.  PRECIO","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1025190663897848","2026-09-03T15:06:48+0000","LASTIMA QUE NO DICEN EL PRECIO.. ES UN COMERCIAL MUY INCOMPLETO. REPETITIVO.FALTAN LOS DATOS PRINCIPALES","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1596826108608774","2026-09-05T21:41:48+0000","Cómo dice la presidenta: en días nublados no funcionan jajajaja","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1915987156034605","2026-08-19T14:43:10+0000","Que precio x unidad??","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2056045425304068","2026-08-19T14:11:16+0000","Costo","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1586500523185235","2026-09-04T04:38:55+0000","Cómo los puedo adquirir","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_37844525528525035","2026-08-27T13:28:16+0000","Yo quiero","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2611567172620790","2026-08-30T18:24:57+0000","Tiene envíos a sonora","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1053635077261530","2026-08-23T18:55:23+0000","Precio x fabor","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1582472706702569","2026-08-22T20:12:52+0000","cuáles.supresio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1457860692846951","2026-08-19T17:19:38+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1574268664483240","2026-09-01T21:23:48+0000","Precio porfa","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1071568315367823","2026-08-22T16:41:28+0000","Wuuuuuuau Q. Bien","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1561843175488609","2026-08-22T00:30:05+0000","Como le ago para comprar","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1626498455672654","2026-08-30T22:44:44+0000","Quiero.precios y diseños","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1680332766372758","2026-08-24T10:58:40+0000","Dame precio dónde las compro","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1819859112331546","2026-08-30T02:04:40+0000","Vas a contestarle a las personas o cómo le hacemos?...","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1619810046231861","2026-08-26T21:51:48+0000","Precio xfavor","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1390675212432023","2026-09-04T23:06:02+0000","👀","","","","descartado","sin_texto","",""
"120250783606920189","lucessolares","1699707728526399_1273093451557006","2026-08-30T15:35:45+0000","¿Acaso soy pendejo para comprar sin saber el precio?","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1549979503034542","2026-09-06T00:33:37+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1043790548630821","2026-09-04T18:11:49+0000","Precio por favor","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1046432041527659","2026-09-02T17:20:35+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1785122302829306","2026-09-01T01:59:49+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1717146882880713","2026-08-31T15:50:35+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1571741431360476","2026-08-26T01:05:07+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1756856805638470","2026-08-25T21:08:33+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_27699146466451367","2026-08-24T14:24:35+0000","Información","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_3057251734614534","2026-08-24T00:36:42+0000","Cual es el precio???","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1574612974146057","2026-08-23T00:35:32+0000","Costo","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1633223368164704","2026-09-06T06:32:46+0000","Precio por favor.  Gracias.","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_4718366271769952","2026-08-27T03:14:41+0000","Precio?","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1028915763289525","2026-08-26T02:11:36+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_3192532827608127","2026-08-25T05:06:11+0000","Precio??","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1710493750434955","2026-08-24T04:31:42+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2871684123231475","2026-08-24T02:39:53+0000","Que precio por favor","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1282044683936644","2026-08-23T17:22:42+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2113022675955597","2026-08-22T17:25:29+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1370659761386080","2026-09-05T23:05:27+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1833674621333410","2026-09-01T19:52:40+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2012572882724933","2026-08-31T23:05:13+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2341374622936266","2026-08-25T15:37:05+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_908387421955330","2026-08-31T16:18:50+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1205963571735211","2026-08-29T18:52:08+0000","Precio por favor gracias","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1776785970302865","2026-09-03T02:26:18+0000","Precio por favor gracias","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_28011784831816602","2026-09-02T20:40:11+0000","Precio por favor","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1630398761920531","2026-09-02T16:16:59+0000","Precio por favor","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1082091867536863","2026-09-02T09:05:47+0000","Precio por favor gracias","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1107325758521678","2026-08-30T21:18:51+0000","Precio por favor","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1610117797398740","2026-08-26T21:02:11+0000","Precio por favor gracias y dónde adquirirlas?","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1434747875133207","2026-08-20T15:00:05+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1247402214146043","2026-08-20T14:40:23+0000","Costo","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_864679756612023","2026-09-04T19:00:44+0000","Informacion por favor","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1087159823671107","2026-09-03T01:18:25+0000","Info","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1077031835069634","2026-08-31T15:30:18+0000","Quieren vender y no ponen precio","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_1605520574504574","2026-08-29T23:53:38+0000","Kiero  muchas... Kosto?","","","","descartado","aplazado_por_limite","",""
"120250783606920189","lucessolares","1699707728526399_2258287764982479","2026-08-25T18:52:17+0000","HICE PEDIDO Y   nada  nada   pecesito","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1547940717135583","2026-08-17T16:17:44+0000","Lo pedí y no llegó","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1382105567165985","2026-07-25T14:32:06+0000","Informes y costo x fa","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2472340063240286","2026-07-25T02:41:04+0000","Lo quiero","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1570098461495901","2026-07-23T15:15:30+0000","Quiero uno","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1788124859290427","2026-07-23T14:28:58+0000","Lo quiero.","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1518529703355447","2026-07-22T18:45:17+0000","$","","","","descartado","demasiado_corto","",""
"120251010007180189","glowbrush","1656915486138957_1586995639475805","2026-07-22T17:02:10+0000","Precio X favor","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2079605815985423","2026-07-22T14:07:35+0000","Precio y ubicación","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1070513268810769","2026-07-22T02:44:04+0000","Yo lo quiero","otro","es","","no_publica","clase_otro","",""
"120251010007180189","glowbrush","1656915486138957_956480060779913","2026-07-20T04:49:24+0000","No me gustó para mí no es lo que dicen","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_936870532765430","2026-07-20T01:38:13+0000","Precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1719128065907199","2026-07-19T14:34:03+0000","Buenos días, precio por favor","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1941735179825612","2026-07-19T14:27:57+0000","Yo lo encargo y me llegó bien empacadito pero que creen no sirvió no funciona si entra la carga pero no prende así que si se quieren arriesgar encargue lo XqUe yo ya no vuelvo a comprar a ciegas es mejor ver y que si funcione","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1188898920085259","2026-07-18T16:37:46+0000","La pedí y no me ha llegado","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_3182035648673033","2026-07-18T13:02:52+0000","Precio x fabor y como lo puedo pedir","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1547708476811509","2026-07-18T13:01:03+0000","Donde lo puedo conseguir","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1362338289424717","2026-07-16T19:26:13+0000","Precio por favor amén","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2313364542824502","2026-07-16T18:05:56+0000","Yo kiero uno","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1708417190364091","2026-07-16T12:07:44+0000","Precio por  favor","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1043176874836535","2026-07-15T23:34:10+0000","Adyyyyyy mira","otro","es","","no_publica","clase_otro","",""
"120251010007180189","glowbrush","1656915486138957_1561781142000978","2026-07-15T14:10:36+0000","Precio se puede pagar al recibir","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1416568503627055","2026-07-13T13:50:12+0000","Precio por favor?","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1577456563723435","2026-07-13T13:14:00+0000","Precio por favor y ubicación me interesa gracias 👍","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1562978055442242","2026-07-13T02:37:07+0000","Precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_905269445254756","2026-07-12T19:44:53+0000","Por favor cual es el precio?","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1585181306572804","2026-07-12T17:15:39+0000","Precio por favor","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1042698962042001","2026-07-12T17:03:49+0000","Información","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2976168449258592","2026-07-12T15:10:27+0000","Precio x favor","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_36807645985548534","2026-07-12T14:33:45+0000","Buenos días, precio por favor, se puede pagar al recibir","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1370556365037550","2026-07-12T06:03:01+0000","Precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1717716152713817","2026-07-12T02:20:01+0000","Precio por favor","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1351219603090046","2026-07-11T20:20:22+0000","Quiero uno","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2117967902123892","2026-07-10T21:01:44+0000","Precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2136310836929160","2026-07-09T23:20:10+0000","Precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1080336054669260","2026-07-09T15:23:46+0000","Precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1767159514438994","2026-07-09T07:22:28+0000","Precio para comprar","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2226342654828633","2026-07-09T01:52:08+0000","compartan el precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1051090894164548","2026-07-07T22:00:28+0000","Precio para poder comprarlo gracias","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1715327386274057","2026-07-07T20:28:37+0000","Alguien que ya lo haya probado","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1535677398007335","2026-07-07T16:12:10+0000","Precio por favor","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_956588987395628","2026-07-07T12:03:53+0000","Precio por xfas","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1551087929906341","2026-07-06T02:24:32+0000","Cros brou closch","otro","otro","","no_publica","clase_otro","",""
"120251010007180189","glowbrush","1656915486138957_1026353983246727","2026-07-06T00:30:37+0000","Precio??","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1228664755964871","2026-07-05T22:26:00+0000","El precio xfa","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2146840125891787","2026-07-05T20:54:22+0000","Quiero uno","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1358118019591627","2026-07-04T18:26:36+0000","Precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2407051716455186","2026-07-04T12:06:30+0000","Precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1912738102743983","2026-07-03T16:35:32+0000","Precio?","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1336460158599556","2026-07-03T12:04:08+0000","Precio","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1676124733642624","2026-07-02T15:08:39+0000","Que temperatura maneja. Porque no todos los cabellos. Son iguales","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1538846367773351","2026-07-02T02:09:43+0000","No quiere funcionar , ya lo compre y no calienta  ayuda!!!!","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_1520460318971065","2026-07-01T19:38:49+0000","Alguien lo a utilizado?","otro","es","","no_publica","clase_otro","",""
"120251010007180189","glowbrush","1656915486138957_842012982324505","2026-07-01T11:36:08+0000","Quiero uno","","","","descartado","ya_respondido","",""
"120251010007180189","glowbrush","1656915486138957_2119979518549335","2026-08-01T04:01:40+0000","Yo necesito uno vosto","otro","es","","no_publica","clase_otro","",""
"120251010007180189","glowbrush","1656915486138957_1464564405391465","2026-07-29T02:17:38+0000","Yo quiero uno lo pedí y nunca me llegó a ver si esta vez tenga suerte","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1070195205457083","2026-08-02T05:46:27+0000","Viene un WhatsApp para precios","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1040434948778037","2026-08-04T18:54:20+0000","No lo alacia como en el vídeo, creo que hice una mala compra... Es mentira lo del vídeo","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_2586794051757760","2026-08-13T16:39:26+0000","Alguien que de testimonio de su función","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1398139235538305","2026-08-01T14:29:49+0000","Me interesa informacion","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1705390367240273","2026-09-06T02:50:04+0000","Dónde lo compro y precio","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_2080409486203442","2026-07-26T21:35:28+0000","Quiero uno qué precio tiene","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1680365576594598","2026-08-10T17:59:43+0000","Y en pelo Chino también funciona?","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1719737762633820","2026-08-09T04:52:13+0000","Está  CARICIMO","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_2031210140863332","2026-07-28T16:38:02+0000","En dónde se encuentra","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1564736278523101","2026-08-08T02:47:35+0000","Presio","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1465053305382147","2026-08-03T14:48:06+0000","Dónde lo consigo","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_987839940948300","2026-08-03T16:03:30+0000","Dónde lo venden y precio","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_922577967541368","2026-07-27T20:24:24+0000","Cuanto es su costo? Por favor.","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1034999805589955","2026-07-27T00:51:34+0000","Solo será para cabello corto?","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1515282260353189","2026-08-10T17:46:25+0000","Dónde se localiza y qué cuesta.","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1049244711320203","2026-09-05T19:09:50+0000","Precio xfavor","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1342085108111833","2026-07-28T01:41:15+0000","Cuánto cuesta","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_27109667462042857","2026-09-05T16:12:56+0000","Y dónde lo venden no m agrada x línea,","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1072582288456322","2026-08-03T13:40:23+0000","Iinformes","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_2079247729384973","2026-08-09T18:26:20+0000","Excelente","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1062234836244703","2026-08-01T17:34:35+0000","Amén  Jesus 🙏🙏🙏","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1732927038013833","2026-07-31T13:55:58+0000","Dónde lo venden precio lo kiero","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1767020664431818","2026-08-17T00:36:10+0000","Nadie lo recomienda?  Porque?","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1045071654917182","2026-08-06T13:12:02+0000","Precio xfa","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1084381500831799","2026-08-02T02:01:25+0000","Precio","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_1512859257283369","2026-07-28T12:24:19+0000","precio","","","","descartado","aplazado_por_limite","",""
"120251010007180189","glowbrush","1656915486138957_27198615423145528","2026-08-14T09:21:37+0000","Precio","","","","descartado","aplazado_por_limite","",""
