ad_id	page_id	story_id	producto_id	wa_destino	activo	nota
120242755762190756	357436254130755	357436254130755_122189691770524031			no	⚠ ninguna palabra clave en el cuerpo — 10 comentarios · ADCREATIVE_01
120242755762230756	357436254130755	357436254130755_122189691770524031			no	⚠ ninguna palabra clave en el cuerpo — 10 comentarios · ADCREATIVE_01
120238889092790756	357436254130755	357436254130755_122189691770524031			no	⚠ ninguna palabra clave en el cuerpo — 10 comentarios · ADCREATIVE_01
120250239290040189	604752319885731	604752319885731_1683442100152962	glowbrush		no	9 comentarios · AD-VIDEO-X6
120250992315560189	604752319885731	604752319885731_1714269673736871			no	⚠ ninguna palabra clave en el cuerpo — 8 comentarios · ADVIDEO2
120250916046870189	604752319885731	604752319885731_1711922900638215	soporte360		no	8 comentarios · Ad-video2
120250562748040189	604752319885731	604752319885731_1699404735223365	soporte360		no	8 comentarios · Ad-video2
120250916964380189	604752319885731	604752319885731_1711921400638365	filtroagua		no	7 comentarios · ADCREATIVE-03
120249911421320189	604752319885731	604752319885731_1672074054623100	glowbrush		no	7 comentarios · AD-CREATIVE-10
120246454398530189	604752319885731	604752319885731_1625451689285337	glowbrush		no	6 comentarios · AD-CREATIVE-06-C
120250916447960189	604752319885731	604752319885731_1711924747304697	vapormax		no	5 comentarios · ADCREATIVE-02
120250725425850189	604752319885731	604752319885731_1700266775137161	cojinalivia		no	5 comentarios · AD-VIDEO1
120251011204280189	604752319885731	604752319885731_1715492226947949	aspiradora		no	3 comentarios · advideo2
120251011204320189	604752319885731	604752319885731_1715492236947948	aspiradora		no	3 comentarios · advideo1
120250992624160189	604752319885731	604752319885731_1714269537070218			no	⚠ ninguna palabra clave en el cuerpo — 3 comentarios · ADVIDEO3
120250239290050189	604752319885731	604752319885731_1683442056819633	glowbrush		no	3 comentarios · AD-IMAGE-X5
120247511013500189	604752319885731	604752319885731_1645301270633712	glowbrush		no	3 comentarios · AD-TR_1
120244138808860189	604752319885731	604752319885731_1625453279285178	glowbrush		no	3 comentarios · AD-CREATIVE-06
120242777219450189	357436254130755	357436254130755_122182741634524031	glowbrush		no	3 comentarios · AD-CREATIVE-05
120251011204260189	604752319885731	604752319885731_1715492193614619	aspiradora		no	2 comentarios · advideo3
120250991821570189	604752319885731	604752319885731_1714250910405414	noctivelle		no	2 comentarios · ADVIDEO1
120250903484600189	604752319885731	604752319885731_1710310187466153			no	⚠ ninguna palabra clave en el cuerpo — 2 comentarios · ADVIDEO2
120250916447950189	604752319885731	604752319885731_1711924757304696	vapormax		no	2 comentarios · ADCREATIVE-03
120249937038500189	604752319885731	604752319885731_1673134057850433	glowbrush		no	2 comentarios · AD-CREATIVE-X3
120249911421340189	604752319885731	604752319885731_1672074057956433	glowbrush		no	2 comentarios · AD-CREATIVE-011
120248506935490189	604752319885731	604752319885731_1651316320032207	glowbrush		no	2 comentarios · MX_CEPILLO_Ad_2
120242777882870189	357436254130755	357436254130755_122183015288524031	lucessolares		no	2 comentarios · VIDEO-CREATIVE-4
120242777219440189	357436254130755	357436254130755_122182741784524031	glowbrush		no	2 comentarios · AD-CREATIVE-04
120242777219410189	357436254130755	357436254130755_122182741682524031	glowbrush		no	2 comentarios · AD-CREATIVE-03
120249943971510756	417710594765856	417710594765856_122229905684531805			no	⚠ ninguna palabra clave en el cuerpo — 2 comentarios · AD-POCAS-UNIDADES
120249357604080756	357436254130755	357436254130755_122207955176524031	cojinalivia		no	2 comentarios · AD_img_1
120249347450630756	357436254130755	357436254130755_122207894108524031	noctivelle		no	2 comentarios · AD-VIDEO1
120242755941320756	357436254130755	357436254130755_122197398758524031			no	⚠ ninguna palabra clave en el cuerpo — 2 comentarios · ADCREATIVE_01
120250903455990189	604752319885731	604752319885731_1710310170799488			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · ADVIDEO1
120250725842070189	604752319885731	604752319885731_1700266718470500	cojinalivia		no	1 comentarios · AD-VIDEO2
120246002067200189	604752319885731	604752319885731_1619768396520333			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · Ad_04 - Copia
120237536912390189	357436254130755	357436254130755_122181957842524031			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · Ad_02
120242777960890189	357436254130755	357436254130755_122183675780524031	vapormax		no	1 comentarios · ADCREATIVE-04
120242777960870189	357436254130755	357436254130755_122183675690524031	vapormax		no	1 comentarios · ADCREATIVE-02
120250387419710756	1647776555488995	1647776555488995_1043628425101179			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · STATIC-AD2
120249943971480756	417710594765856	417710594765856_122229905534531805			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-POCAS-UNIDADES
120249943971520756	417710594765856	417710594765856_122229905708531805			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-POCAS-UNIDADES
120249943971450756	417710594765856	417710594765856_122229905516531805	cojinalivia		no	1 comentarios · AD-POCAS-3
120249910722030756	1647776555488995	1647776555488995_1025770650220290			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-VIDEO-3
120249910676390756	1647776555488995	1647776555488995_1025770766886945			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-VIDEO-2
120249910722040756	1647776555488995	1647776555488995_1025770593553629			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-VIDEO-4
120249910722020756	1647776555488995	1647776555488995_1025770760220279			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-VIDEO-5
120249910618330756	1647776555488995	1647776555488995_1023295313801157			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-POCAS-UNIDADES 2
120249810235210756	1647776555488995	1647776555488995_1023295313801157			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-POCAS-UNIDADES
120249810235220756	1647776555488995	1647776555488995_1023295473801141			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD-4-ERAN-ESTAFA
120249723371970756	1647776555488995	1647776555488995_1020761654054523	cojinalivia		no	1 comentarios · AD-CAMIONEROS_8
120249723371960756	357436254130755	357436254130755_122209269272524031	cojinalivia		no	1 comentarios · AD-IMAGE-X2
120249593788490756	357436254130755	357436254130755_122208822542524031			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_VIDEO_12
120249593788530756	357436254130755	357436254130755_122208822440524031			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_IMAGE2
120249593788510756	357436254130755	357436254130755_122208822524524031			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_IMAGE_1
120249593788500756	357436254130755	357436254130755_122208822446524031			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_VIDEO_11
120249295095470756	357436254130755	357436254130755_122207650256524031	cojinalivia		no	1 comentarios · AD-CAMIONEROS-3
120249295095500756	357436254130755	357436254130755_122207650244524031	cojinalivia		no	1 comentarios · AD-CAMIONEROS-4
120249248630160756	357436254130755	357436254130755_122207283890524031	cojinalivia		no	1 comentarios · AD-SILLA-RUEDA1
120247988614730756	357436254130755	357436254130755_122203829180524031			no	⚠ ninguna palabra clave en el cuerpo — 1 comentarios · AD_8_TR
120246732626820756	357436254130755	357436254130755_122202422084524031	cojinalivia		no	1 comentarios · Campaña_2_AD_VIDEO_2
120251009130770189	604752319885731	604752319885731_1715189273644911	aspiradora		no	0 comentarios · advideo1
120251009179680189	604752319885731	604752319885731_1715189340311571	aspiradora		no	0 comentarios · advideo2
120251009179710189	604752319885731	604752319885731_1715189270311578	aspiradora		no	0 comentarios · advideo3
120250991923810189	604752319885731	604752319885731_1714250903738748	noctivelle		no	0 comentarios · ADVIDEO2
120250725842050189	604752319885731	604752319885731_1700266681803837	cojinalivia		no	0 comentarios · AD-video3
120250239075610189	604752319885731	604752319885731_1683441863486319	glowbrush		no	0 comentarios · AD-CREATIVE-X3
120250348622610189	604752319885731	604752319885731_1687425816421257	glowbrush		no	0 comentarios · ADCREATIVE_09-C2
120250348556580189	604752319885731	604752319885731_1688231043007401	glowbrush		no	0 comentarios · ADCREATIVE_09-C1
120250109310380189	604752319885731	604752319885731_1678808257283013	glowbrush		no	0 comentarios · AD-CREATIVE-X5
120250109310370189	604752319885731	604752319885731_1678808157283023	glowbrush		no	0 comentarios · AD-CREATIVE-X4
120250109310350189	604752319885731	604752319885731_1678808160616356	glowbrush		no	0 comentarios · AD-CREATIVE-X6
120249978449810189	604752319885731	604752319885731_1673134011183771	glowbrush		no	0 comentarios · AD-CREATIVE-V1-X1
120249937038490189	604752319885731	604752319885731_1673134181183754	glowbrush		no	0 comentarios · AD-CREATIVE-X2
120249935893820189	604752319885731	604752319885731_1673134011183771	glowbrush		no	0 comentarios · AD-CREATIVE-X1
120249911421300189	604752319885731	604752319885731_1672074134623092	glowbrush		no	0 comentarios · AD-CREATIVE-10
120245897665660189	604752319885731	604752319885731_1618696486627524	glowbrush		no	0 comentarios · AD-CREATIVE-04
120245897668770189	604752319885731	604752319885731_1618696343294205	glowbrush		no	0 comentarios · AD-CREATIVE-03
120248105916380189	309766345564243	309766345564243_122188417946424083			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_2_TR
120248106155330189	309766345564243	309766345564243_122188417982424083			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_8_TR
120248106131390189	309766345564243	309766345564243_122188417958424083			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_3_TR
120238326532320189	604752319885731	604752319885731_1620625403101299	vapormax		no	0 comentarios · ADCREATIVE-03
120237536912380189	604752319885731	604752319885731_1619352683228571			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_04
120237648950120189	357436254130755	357436254130755_122182202150524031	lucessolares		no	0 comentarios · Ad_07
120237632761680189	357436254130755	357436254130755_122182174364524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_03-BF_03
120237536912370189	357436254130755	357436254130755_122181957806524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_05
120237632761710189	357436254130755	357436254130755_122182174352524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_03_ADCOPY_05
120237632761690189	357436254130755	357436254130755_122182174388524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_03_ADCOPY_04
120237648950080189	357436254130755	357436254130755_122182202186524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_08
120237648950060189	357436254130755	357436254130755_122182202162524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_06
120243695712170189	604752319885731	604752319885731_1590555606108279	glowbrush		no	0 comentarios · AD-CREATIVE-07
120243695712180189	604752319885731	604752319885731_1590555616108278	glowbrush		no	0 comentarios · AD-CREATIVE-09
120243693501170189	604752319885731	604752319885731_1590555626108277	glowbrush		no	0 comentarios · AD-CREATIVE-07
120242777960850189	357436254130755	357436254130755_122183675678524031	vapormax		no	0 comentarios · ADCREATIVE-03
120242777960900189	357436254130755	357436254130755_122183675756524031	vapormax		no	0 comentarios · ADCREATIVE-01
120242703122780189	357436254130755	357436254130755_122181957788524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_01
120250387419640756	1647776555488995	1647776555488995_1043628585101163			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD3
120250387419650756	1647776555488995	1647776555488995_1043628408434514			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD4
120250387416310756	1647776555488995	1647776555488995_1043628388434516			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD2
120250387419750756	1647776555488995	1647776555488995_1043628618434493			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD4
120250387416290756	1647776555488995	1647776555488995_1043628451767843			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD4
120250387419620756	1647776555488995	1647776555488995_1043628511767837			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD2
120250387416300756	1647776555488995	1647776555488995_1043628435101178			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD1
120250387419720756	1647776555488995	1647776555488995_1043628545101167			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD1
120250387308660756	1647776555488995	1647776555488995_1043628401767848			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD3
120250387419740756	1647776555488995	1647776555488995_1043628381767850			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD3
120250387419690756	1647776555488995	1647776555488995_1043628361767852			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · STATIC-AD1
120249287609050756	357436254130755	357436254130755_122207555414524031	noctivelle		no	0 comentarios · AD-4-Montón de tubos
120249318712240756	357436254130755	357436254130755_122207756714524031	noctivelle		no	0 comentarios · AD-IMAGE1
120249287544280756	357436254130755	357436254130755_122207555402524031	noctivelle		no	0 comentarios · AD-1 -última oportunidad
120249943949970756	417710594765856	417710594765856_122229905798531805			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD-Derek
120249810235240756	1647776555488995	1647776555488995_1023295307134491			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD-ADIOS-DOLOR
120249810159020756	1647776555488995	1647776555488995_1023295487134473			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD-VIDEO-Miedo
120249723371930756	357436254130755	357436254130755_122209269290524031	cojinalivia		no	0 comentarios · AD-CAMIONEROS7
120249723371950756	357436254130755	357436254130755_122209269308524031	cojinalivia		no	0 comentarios · AD-IMAGE-X1
120249287609030756	357436254130755	357436254130755_122207555138524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD-2-Mano + post-it
120249330263480756	357436254130755	357436254130755_122207792084524031	noctivelle		no	0 comentarios · AD-IMAGE1
120249357579000756	357436254130755	357436254130755_122207955188524031	cojinalivia		no	0 comentarios · AD_VIDEO_2
120249348152530756	357436254130755	357436254130755_122207894120524031	noctivelle		no	0 comentarios · AD-VIDEO2
120249330263470756	357436254130755	357436254130755_122207792108524031	noctivelle		no	0 comentarios · AD-VIDEO-2
120249330263500756	357436254130755	357436254130755_122207792090524031	noctivelle		no	0 comentarios · AD-VIDEO-1
120249318712300756	357436254130755	357436254130755_122207756720524031	noctivelle		no	0 comentarios · AD-VIDEO-1
120249318712310756	357436254130755	357436254130755_122207756726524031	noctivelle		no	0 comentarios · AD-VIDEO-2
120249295095520756	357436254130755	357436254130755_122207650286524031	cojinalivia		no	0 comentarios · AD-CAMIONEROS-5
120249287609060756	357436254130755	357436254130755_122207555444524031	noctivelle		no	0 comentarios · AD-VIDEO-1
120249287609040756	357436254130755	357436254130755_122207555438524031	noctivelle		no	0 comentarios · AD-3-Portátil + web
120249287609070756	357436254130755	357436254130755_122207555450524031	noctivelle		no	0 comentarios · AD-VIDEO2
120249248630150756	357436254130755	357436254130755_122207283896524031	cojinalivia		no	0 comentarios · AD-SILLA-CONDUCTORES
120249248721580756	357436254130755	357436254130755_122207283878524031	cojinalivia		no	0 comentarios · AD-SILLA-RUEDA2
120247274330240756	357436254130755	357436254130755_122202714674524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_4_TR
120247269807260756	357436254130755	357436254130755_122203079192524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_Movira_8
120247267801550756	357436254130755	357436254130755_122203079180524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_Movira_3
120247269837970756	357436254130755	357436254130755_122203079210524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · Ad_Movira_2
120247068575170756	357436254130755	357436254130755_122202816356524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_3_TR - Copia
120247068575160756	357436254130755	357436254130755_122202816350524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_12_TR
120246996243130756	357436254130755	357436254130755_122202714674524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_4_TR
120246996309740756	357436254130755	357436254130755_122202715292524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_3_TR - Copia
120246996178060756	357436254130755	357436254130755_122202713300524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_12_TR
120237961972680756	357436254130755	357436254130755_122187930050524031	cojinalivia		no	0 comentarios · AD_VIDEO_2
120237961972690756	357436254130755	357436254130755_122187931082524031	cojinalivia		no	0 comentarios · AD_img_1
120237958474920756	357436254130755	357436254130755_122187930044524031	cojinalivia		no	0 comentarios · AD_VIDEO_1
120237961972720756	357436254130755	357436254130755_122187930062524031	cojinalivia		no	0 comentarios · AD_VIDEO_3
120237961972670756	357436254130755	357436254130755_122187929978524031	cojinalivia		no	0 comentarios · AD_VIDEO_4
120246455969610756	357436254130755	357436254130755_122202113486524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_1_TR
120246455969600756	357436254130755	357436254130755_122202113474524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · AD_2_TR
120242755941350756	357436254130755	357436254130755_122197398740524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · ADCREATIVE_01
120242755941360756	357436254130755	357436254130755_122197398716524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · ADCREATIVE_01
120242755941330756	357436254130755	357436254130755_122197398728524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · ADCREATIVE_01
120238898883600756	357436254130755	357436254130755_122189691752524031			no	⚠ ninguna palabra clave en el cuerpo — 0 comentarios · ADCREATIVE_03
